Date,Close
1/3/2022 16:00:00,221.43
1/4/2022 16:00:00,222.46
1/5/2022 16:00:00,220
1/6/2022 16:00:00,219.75
1/7/2022 16:00:00,216.96
1/10/2022 16:00:00,211.97
1/11/2022 16:00:00,214.38
1/12/2022 16:00:00,215.71
1/13/2022 16:00:00,215
1/14/2022 16:00:00,214.67
1/18/2022 16:00:00,215.71
1/19/2022 16:00:00,214.68
1/20/2022 16:00:00,214.35
1/21/2022 16:00:00,205.93
1/24/2022 16:00:00,201.85
1/25/2022 16:00:00,202
1/26/2022 16:00:00,205.87
1/27/2022 16:00:00,206.15
1/28/2022 16:00:00,228
1/31/2022 16:00:00,226.17
2/1/2022 16:00:00,232.36
2/2/2022 16:00:00,235.42
2/3/2022 16:00:00,231.54
2/4/2022 16:00:00,228.39
2/7/2022 16:00:00,227.16
2/8/2022 16:00:00,227.94
2/9/2022 16:00:00,230.87
2/10/2022 16:00:00,225.59
2/11/2022 16:00:00,224.69
2/14/2022 16:00:00,225.34
2/15/2022 16:00:00,227.82
2/16/2022 16:00:00,228.82
2/17/2022 16:00:00,224.61
2/18/2022 16:00:00,222.69
2/22/2022 16:00:00,221.32
2/23/2022 16:00:00,215.95
2/24/2022 16:00:00,217.3
2/25/2022 16:00:00,219.27
2/28/2022 16:00:00,216.12
3/1/2022 16:00:00,208.97
3/2/2022 16:00:00,208.48
3/3/2022 16:00:00,207.23
3/4/2022 16:00:00,200.29
3/7/2022 16:00:00,190.7
3/8/2022 16:00:00,191.71
3/9/2022 16:00:00,199.76
3/10/2022 16:00:00,197.97
3/11/2022 16:00:00,196.71
3/14/2022 16:00:00,200.33
3/15/2022 16:00:00,206.14
3/16/2022 16:00:00,211.87
3/17/2022 16:00:00,213.45
3/18/2022 16:00:00,219.11
3/21/2022 16:00:00,217.04
3/22/2022 16:00:00,218.47
3/23/2022 16:00:00,214.68
3/24/2022 16:00:00,217.31
3/25/2022 16:00:00,218.43
3/28/2022 16:00:00,220.77
3/29/2022 16:00:00,228.12
3/30/2022 16:00:00,223.95
3/31/2022 16:00:00,221.77
4/1/2022 16:00:00,226.36
4/4/2022 16:00:00,227.74
4/5/2022 16:00:00,226.09
4/6/2022 16:00:00,219.01
4/7/2022 16:00:00,216.15
4/8/2022 16:00:00,216.98
4/11/2022 16:00:00,214.75
4/12/2022 16:00:00,211.4
4/13/2022 16:00:00,213.27
4/14/2022 16:00:00,212.79
4/18/2022 16:00:00,213.17
4/19/2022 16:00:00,215.7
4/20/2022 16:00:00,217.79
4/21/2022 16:00:00,216.45
4/22/2022 16:00:00,208.17
4/25/2022 16:00:00,209.95
4/26/2022 16:00:00,201.1
4/27/2022 16:00:00,214.11
4/28/2022 16:00:00,220.66
4/29/2022 16:00:00,213.13
5/2/2022 16:00:00,211.53
5/3/2022 16:00:00,208.56
5/4/2022 16:00:00,214.52
5/5/2022 16:00:00,205.24
5/6/2022 16:00:00,202.82
5/9/2022 16:00:00,193
5/10/2022 16:00:00,193.58
5/11/2022 16:00:00,196.72
5/12/2022 16:00:00,193.97
5/13/2022 16:00:00,199.23
5/16/2022 16:00:00,197.81
5/17/2022 16:00:00,204
5/18/2022 16:00:00,199.99
5/19/2022 16:00:00,197.37
5/20/2022 16:00:00,199.03
5/23/2022 16:00:00,207.56
5/24/2022 16:00:00,202.63
5/25/2022 16:00:00,203.84
5/26/2022 16:00:00,208.55
5/27/2022 16:00:00,212.88
5/31/2022 16:00:00,212.17
6/1/2022 16:00:00,209.93
6/2/2022 16:00:00,215.05
6/3/2022 16:00:00,212.65
6/6/2022 16:00:00,212.94
6/7/2022 16:00:00,214.5
6/8/2022 16:00:00,213.5
