Date,Close
1/3/2022 16:00:00,59.3
1/4/2022 16:00:00,60.29
1/5/2022 16:00:00,60.79
1/6/2022 16:00:00,60.47
1/7/2022 16:00:00,60.33
1/10/2022 16:00:00,60.43
1/11/2022 16:00:00,60.45
1/12/2022 16:00:00,60.54
1/13/2022 16:00:00,60.9
1/14/2022 16:00:00,61.39
1/18/2022 16:00:00,60.9
1/19/2022 16:00:00,61
1/20/2022 16:00:00,60.75
1/21/2022 16:00:00,60.45
1/24/2022 16:00:00,59.96
1/25/2022 16:00:00,59.82
1/26/2022 16:00:00,59.6
1/27/2022 16:00:00,59.65
1/28/2022 16:00:00,60.84
1/31/2022 16:00:00,61.01
2/1/2022 16:00:00,60.56
2/2/2022 16:00:00,61.18
2/3/2022 16:00:00,61.61
2/4/2022 16:00:00,60.96
2/7/2022 16:00:00,61.6
2/8/2022 16:00:00,62
2/9/2022 16:00:00,61.04
2/10/2022 16:00:00,61.38
2/11/2022 16:00:00,60.29
2/14/2022 16:00:00,60.68
2/15/2022 16:00:00,60.91
2/16/2022 16:00:00,60.9
2/17/2022 16:00:00,62.12
2/18/2022 16:00:00,62.54
2/22/2022 16:00:00,62.28
2/23/2022 16:00:00,61.59
2/24/2022 16:00:00,60.51
2/25/2022 16:00:00,62.85
2/28/2022 16:00:00,62.24
3/1/2022 16:00:00,61.97
3/2/2022 16:00:00,62.43
3/3/2022 16:00:00,62.47
3/4/2022 16:00:00,62.57
3/7/2022 16:00:00,61.08
3/8/2022 16:00:00,58.66
3/9/2022 16:00:00,58.96
3/10/2022 16:00:00,57.88
3/11/2022 16:00:00,57.92
3/14/2022 16:00:00,58.54
3/15/2022 16:00:00,59.62
3/16/2022 16:00:00,59.46
3/17/2022 16:00:00,60.09
3/18/2022 16:00:00,60.1
3/21/2022 16:00:00,60.58
3/22/2022 16:00:00,60.8
3/23/2022 16:00:00,60.4
3/24/2022 16:00:00,60.98
3/25/2022 16:00:00,61.53
3/28/2022 16:00:00,61.92
3/29/2022 16:00:00,62.16
3/30/2022 16:00:00,62.21
3/31/2022 16:00:00,62
4/1/2022 16:00:00,62.87
4/4/2022 16:00:00,62.54
4/5/2022 16:00:00,62.47
4/6/2022 16:00:00,63.1
4/7/2022 16:00:00,63.44
4/8/2022 16:00:00,63.83
4/11/2022 16:00:00,63.81
4/12/2022 16:00:00,64.56
4/13/2022 16:00:00,64.73
4/14/2022 16:00:00,65.02
4/18/2022 16:00:00,64.44
4/19/2022 16:00:00,65.07
4/20/2022 16:00:00,65.96
4/21/2022 16:00:00,66.21
4/22/2022 16:00:00,65.25
4/25/2022 16:00:00,65.94
4/26/2022 16:00:00,65.05
4/27/2022 16:00:00,65.56
4/28/2022 16:00:00,66.19
4/29/2022 16:00:00,64.61
5/2/2022 16:00:00,63.44
5/3/2022 16:00:00,63.08
5/4/2022 16:00:00,65.03
5/5/2022 16:00:00,64.51
5/6/2022 16:00:00,64.74
5/9/2022 16:00:00,64.61
5/10/2022 16:00:00,64.01
5/11/2022 16:00:00,64.31
5/12/2022 16:00:00,64.51
5/13/2022 16:00:00,65.72
5/16/2022 16:00:00,65.96
5/17/2022 16:00:00,65.78
5/18/2022 16:00:00,61.2
5/19/2022 16:00:00,60
5/20/2022 16:00:00,60.98
5/23/2022 16:00:00,62.86
5/24/2022 16:00:00,64.02
5/25/2022 16:00:00,64.07
5/26/2022 16:00:00,64.3
5/27/2022 16:00:00,64.68
5/31/2022 16:00:00,63.38
6/1/2022 16:00:00,63.07
6/2/2022 16:00:00,63.73
6/3/2022 16:00:00,62.97
6/6/2022 16:00:00,62.87
6/7/2022 16:00:00,63.25
6/8/2022 16:00:00,62.89
6/9/2022 16:00:00,61.8
6/10/2022 16:00:00,61.41
6/13/2022 16:00:00,61.34
6/14/2022 16:00:00,59.23
6/15/2022 16:00:00,59.67
6/16/2022 16:00:00,59.07
6/17/2022 16:00:00,59.43
6/21/2022 16:00:00,60.7
6/22/2022 16:00:00,61.15
6/23/2022 16:00:00,61.88
6/24/2022 16:00:00,63.04
6/27/2022 16:00:00,62.91
6/28/2022 16:00:00,62.28
6/29/2022 16:00:00,62.73
6/30/2022 16:00:00,62.91
7/1/2022 16:00:00,64.38
7/5/2022 16:00:00,63.28
7/6/2022 16:00:00,63.41
7/7/2022 16:00:00,62.91
7/8/2022 16:00:00,63.14
7/11/2022 16:00:00,62.94
7/12/2022 16:00:00,62.67
7/13/2022 16:00:00,62.38
7/14/2022 16:00:00,62.18
7/15/2022 16:00:00,62.5
